SUBDIVISION,YEAR,ANNUAL
North Interior Karnataka,1955,967.1
North Interior Karnataka,1956,1038.9
North Interior Karnataka,1957,837.9
North Interior Karnataka,1958,751.9000000000003
North Interior Karnataka,1959,698.5000000000001
North Interior Karnataka,1960,691.5999999999997
North Interior Karnataka,1961,748.6
North Interior Karnataka,1962,838.8999999999999
North Interior Karnataka,1963,783.2
North Interior Karnataka,1964,899.8
North Interior Karnataka,1965,632.7999999999997
North Interior Karnataka,1966,723.5999999999997
North Interior Karnataka,1967,645.8
North Interior Karnataka,1968,727.3
North Interior Karnataka,1969,729.3
North Interior Karnataka,1970,790.6000000000001
North Interior Karnataka,1971,612.1
North Interior Karnataka,1972,499.3
North Interior Karnataka,1973,750.7
North Interior Karnataka,1974,817.1
North Interior Karnataka,1975,1093.6999999999996
North Interior Karnataka,1976,561.4
North Interior Karnataka,1977,849.9
North Interior Karnataka,1978,904.8
North Interior Karnataka,1979,963.2
North Interior Karnataka,1980,691.6999999999997
North Interior Karnataka,1981,877.2
North Interior Karnataka,1982,681.3999999999999
North Interior Karnataka,1983,777.8
North Interior Karnataka,1984,618.2
North Interior Karnataka,1985,501.1
North Interior Karnataka,1986,620.4
North Interior Karnataka,1987,747.0999999999997
North Interior Karnataka,1988,795.6
North Interior Karnataka,1989,676.0999999999998
North Interior Karnataka,1990,719
North Interior Karnataka,1991,720
North Interior Karnataka,1992,668.3
North Interior Karnataka,1993,731.8
North Interior Karnataka,1994,643.1000000000001
North Interior Karnataka,1995,662.4000000000002
North Interior Karnataka,1996,811.8000000000003
North Interior Karnataka,1997,1095.6999999999996
North Interior Karnataka,1998,852.5999999999997
North Interior Karnataka,1999,660.8
North Interior Karnataka,2000,712.5
North Interior Karnataka,2001,597.9
North Interior Karnataka,2002,530.4
North Interior Karnataka,2003,473.5
North Interior Karnataka,2004,641.9
North Interior Karnataka,2005,807.6
North Interior Karnataka,2006,650.5000000000001
North Interior Karnataka,2007,836.8000000000003
North Interior Karnataka,2008,712.4
North Interior Karnataka,2009,913.4
North Interior Karnataka,2010,853.1000000000001
North Interior Karnataka,2011,655.1
North Interior Karnataka,2012,583.8
North Interior Karnataka,2013,723.4000000000003
North Interior Karnataka,2014,756.6999999999997
North Interior Karnataka,2015,551.9000000000002
North Interior Karnataka,2016,625.0000000000001
North Interior Karnataka,2017,739.5999999999997
South Interior Karnataka,1901,1002.9
South Interior Karnataka,1902,1020.2
South Interior Karnataka,1903,1269.8999999999996
South Interior Karnataka,1904,845.9
South Interior Karnataka,1905,759.4999999999999
South Interior Karnataka,1906,1004.7
South Interior Karnataka,1907,998.4
South Interior Karnataka,1908,790.1000000000001
South Interior Karnataka,1909,1087.3
South Interior Karnataka,1910,1157.1
South Interior Karnataka,1911,906.2999999999996
South Interior Karnataka,1912,1149.8999999999996
South Interior Karnataka,1913,876.3000000000003
South Interior Karnataka,1914,926.7
South Interior Karnataka,1915,1031.7000000000005
South Interior Karnataka,1916,1230.6
South Interior Karnataka,1917,1094.3
South Interior Karnataka,1918,733.4
South Interior Karnataka,1919,1011.3
South Interior Karnataka,1920,828.8
South Interior Karnataka,1921,986.1
South Interior Karnataka,1922,897.1000000000001
South Interior Karnataka,1923,990.4
South Interior Karnataka,1924,1127.1
South Interior Karnataka,1925,982.4
South Interior Karnataka,1926,897.0000000000001
South Interior Karnataka,1927,863.8000000000003
South Interior Karnataka,1928,950.4
South Interior Karnataka,1929,1035
South Interior Karnataka,1930,993.4
South Interior Karnataka,1931,1012.5
South Interior Karnataka,1932,1270.1999999999996
South Interior Karnataka,1933,1329
South Interior Karnataka,1934,786.3
South Interior Karnataka,1935,954.7
South Interior Karnataka,1936,958.3
South Interior Karnataka,1937,911.1
South Interior Karnataka,1938,871.4
South Interior Karnataka,1939,1024.5
South Interior Karnataka,1940,1180.0000000000002
South Interior Karnataka,1941,937.6
South Interior Karnataka,1942,932.8
South Interior Karnataka,1943,1137.1
South Interior Karnataka,1944,1025.6
South Interior Karnataka,1945,792.4000000000003
South Interior Karnataka,1946,1245.1
South Interior Karnataka,1947,958.3000000000004
South Interior Karnataka,1948,1074.1
South Interior Karnataka,1949,876.4999999999999
South Interior Karnataka,1950,956.4
South Interior Karnataka,1951,925.3
South Interior Karnataka,1952,871.8000000000003
South Interior Karnataka,1953,1256
South Interior Karnataka,1954,1031.1
South Interior Karnataka,1955,1002
South Interior Karnataka,1956,1243.6
South Interior Karnataka,1957,1064.8
South Interior Karnataka,1958,1209.9
South Interior Karnataka,1959,1280.8000000000004
South Interior Karnataka,1960,990.1
South Interior Karnataka,1961,1409.5
South Interior Karnataka,1962,1306.9
South Interior Karnataka,1963,992.9
South Interior Karnataka,1964,1169.4
South Interior Karnataka,1965,735.1
South Interior Karnataka,1966,1010.9
South Interior Karnataka,1967,940.2
South Interior Karnataka,1968,1001
South Interior Karnataka,1969,1106.5
South Interior Karnataka,1970,1073.9
South Interior Karnataka,1971,1020.2
South Interior Karnataka,1972,1064.1
South Interior Karnataka,1973,1086.5
South Interior Karnataka,1974,1051.4
South Interior Karnataka,1975,1334.3
South Interior Karnataka,1976,761.3000000000003
South Interior Karnataka,1977,1207.7999999999995
South Interior Karnataka,1978,1231.4999999999998
South Interior Karnataka,1979,1120.7000000000005
South Interior Karnataka,1980,1225
South Interior Karnataka,1981,1184.5
South Interior Karnataka,1982,1003.5
South Interior Karnataka,1983,1111.1
South Interior Karnataka,1984,1063.9
South Interior Karnataka,1985,859.4
South Interior Karnataka,1986,1030.2
South Interior Karnataka,1987,934.6
South Interior Karnataka,1988,1022.2
South Interior Karnataka,1989,913.4
South Interior Karnataka,1990,848.5
South Interior Karnataka,1991,1221.1999999999996
South Interior Karnataka,1992,1201.1
South Interior Karnataka,1993,1038.1
South Interior Karnataka,1994,1157.6999999999996
South Interior Karnataka,1995,883.2
South Interior Karnataka,1996,1044.1
South Interior Karnataka,1997,1180.0999999999997
South Interior Karnataka,1998,1113
South Interior Karnataka,1999,1149.7
South Interior Karnataka,2000,1207.3
South Interior Karnataka,2001,926.4
South Interior Karnataka,2002,755.8
South Interior Karnataka,2003,762.7
South Interior Karnataka,2004,1133.5
South Interior Karnataka,2005,1319.3
South Interior Karnataka,2006,1030.5
South Interior Karnataka,2007,1231
South Interior Karnataka,2008,1140.6
South Interior Karnataka,2009,1158.4
South Interior Karnataka,2010,1239.8
South Interior Karnataka,2011,1087.3000000000004
South Interior Karnataka,2012,878
South Interior Karnataka,2013,1110.6
South Interior Karnataka,2014,1184.1
South Interior Karnataka,2015,1112.5
South Interior Karnataka,2016,687.4
South Interior Karnataka,2017,1061.8
Kerala,1901,3248.6000000000013
Kerala,1902,3326.5000000000005
Kerala,1903,3271.4
Kerala,1904,3129.6000000000013
Kerala,1905,2741.7
Kerala,1906,2708.1
Kerala,1907,3670.9
Kerala,1908,2648.300000000001
Kerala,1909,3050.1
Kerala,1910,2848.6
Kerala,1911,2726.8
Kerala,1912,3451.3
Kerala,1913,2610.7000000000007
Kerala,1914,2899.2
Kerala,1915,3024.700000000001
Kerala,1916,2945.4000000000005
Kerala,1917,2704.8
Kerala,1918,2501.9
Kerala,1919,3003.0999999999995
Kerala,1920,3303.2
Kerala,1921,2720
Kerala,1922,3267.7
Kerala,1923,3484.9
Kerala,1924,4226.299999999998
Kerala,1925,3062.200000000001
Kerala,1926,2965.4
Kerala,1927,2994.8
Kerala,1928,2502.7
Kerala,1929,3361.6000000000013
Kerala,1930,3018
Kerala,1931,3259.5
Kerala,1932,3403.1000000000013
Kerala,1933,4072.8
Kerala,1934,2410.7000000000007
Kerala,1935,2498.1
Kerala,1936,3043.0999999999995
Kerala,1937,2818.1
Kerala,1938,2634.1
Kerala,1939,2937.5
Kerala,1940,3117.8
Kerala,1941,3111.2
Kerala,1942,3051
Kerala,1943,3464.3
Kerala,1944,2489.9
Kerala,1945,2432.3
Kerala,1946,3565.5000000000005
Kerala,1947,2998
Kerala,1948,3039.2
Kerala,1949,2942.5
Kerala,1950,3146.7
Kerala,1951,2705.6
Kerala,1952,2334.8
Kerala,1953,2544.8
Kerala,1954,2937.9
Kerala,1955,3134.6
Kerala,1956,2798.3
Kerala,1957,3103.200000000001
Kerala,1958,2923.1
Kerala,1959,3746.2
Kerala,1960,3385.6
Kerala,1961,4257.9
Kerala,1962,3375.8
Kerala,1963,2651
Kerala,1964,2869.2
Kerala,1965,2342.4999999999995
Kerala,1966,2621.8
Kerala,1967,2569.1
Kerala,1968,3392.700000000001
Kerala,1969,2664.9
Kerala,1970,2703.3
Kerala,1971,3076.700000000001
Kerala,1972,2739.2000000000007
Kerala,1973,2412.4
Kerala,1974,2767.4999999999995
Kerala,1975,3498.4
Kerala,1976,2068.8
Kerala,1977,3047.6
Kerala,1978,3176.7
Kerala,1979,2503.100000000001
Kerala,1980,2803.4000000000005
Kerala,1981,3005.8
Kerala,1982,2223.3
Kerala,1983,2320.4999999999995
Kerala,1984,2762.2
Kerala,1985,2390.8
Kerala,1986,2093.4
Kerala,1987,2137.6
Kerala,1988,2403.4
Kerala,1989,2422.6
Kerala,1990,2693.3
Kerala,1991,3184.5000000000005
Kerala,1992,3239.3999999999987
Kerala,1993,2717.7
Kerala,1994,3410.8
Kerala,1995,2858.8
Kerala,1996,2609.9
Kerala,1997,3252.5
Kerala,1998,3151.4
Kerala,1999,2914.700000000001
Kerala,2000,2412.4999999999995
Kerala,2001,2931
Kerala,2002,2507.5
Kerala,2003,2394.8
Kerala,2004,2886
Kerala,2005,3031.2
Kerala,2006,3420.6000000000013
Kerala,2007,3489.6000000000013
Kerala,2008,2524.7000000000007
Kerala,2009,2810.6999999999994
Kerala,2010,3131.9
Kerala,2011,3035.2999999999993
Kerala,2012,2151.2000000000007
Kerala,2013,3255.5
Kerala,2014,3046.6
Kerala,2015,2600.7
Kerala,2016,1870.8
Kerala,2017,2664.8
Lakshadweep,1901,1459.2
Lakshadweep,1902,2158.8
Lakshadweep,1903,1437.9255424191683
Lakshadweep,1904,1176.9
Lakshadweep,1905,1574.9
Lakshadweep,1906,1811.6
Lakshadweep,1907,1458.8000000000006
Lakshadweep,1908,1959.1
Lakshadweep,1909,1463.4999999999998
Lakshadweep,1910,1849.2
Lakshadweep,1911,1687.6999999999994
Lakshadweep,1912,1654.9
Lakshadweep,1913,1518.5
Lakshadweep,1914,2034
Lakshadweep,1915,1545.4999999999998
Lakshadweep,1916,1398.5
Lakshadweep,1917,1461.5872568360262
Lakshadweep,1919,1926.5
Lakshadweep,1920,2072.5043738049712
Lakshadweep,1921,1589.4118631906244
Lakshadweep,1922,1928.5
Lakshadweep,1923,1572.2000000000005
Lakshadweep,1924,1972
Lakshadweep,1925,1676.9
Lakshadweep,1926,1836.2000000000005
Lakshadweep,1927,1413.0040352421345
Lakshadweep,1928,1434.2955034680697
Lakshadweep,1929,1562.1906848659005
Lakshadweep,1930,1258.4
Lakshadweep,1931,1625.8377719340183
Lakshadweep,1932,1893.7
Lakshadweep,1933,2314.1
Lakshadweep,1934,1087.9
Lakshadweep,1935,1529.2000000000005
Lakshadweep,1936,1744.0999999999997
Lakshadweep,1937,1443.6
Lakshadweep,1938,1547.5999999999997
Lakshadweep,1939,1207.3
Lakshadweep,1940,1406.6999999999994
Lakshadweep,1941,1163.4
Lakshadweep,1942,1786.2
Lakshadweep,1943,1992.8817116901744
Lakshadweep,1944,1668.1000000000006
Lakshadweep,1945,1321.2999999999995
Lakshadweep,1946,1362.2722697437632
Lakshadweep,1947,1755.9000000000003
Lakshadweep,1948,1325.3
Lakshadweep,1949,1794.6906848659005
Lakshadweep,1950,1494.1
Lakshadweep,1951,1715.3
Lakshadweep,1952,1124.5
Lakshadweep,1953,1606.2
Lakshadweep,1954,1555.5
Lakshadweep,1955,1548.3000000000006
Lakshadweep,1956,1287.4
Lakshadweep,1957,1347.2
Lakshadweep,1958,992.6
Lakshadweep,1959,1583.6
Lakshadweep,1960,1901.8
Lakshadweep,1961,2235.3
Lakshadweep,1962,1586.6
Lakshadweep,1963,1902.1
Lakshadweep,1964,1651.7
Lakshadweep,1965,1405.9
Lakshadweep,1966,1741.5
Lakshadweep,1967,1287.3
Lakshadweep,1968,1344.4000000000003
Lakshadweep,1969,1416.1
Lakshadweep,1970,1783.0000000000002
Lakshadweep,1971,1901.4
Lakshadweep,1972,1287.6
Lakshadweep,1973,1557.4
Lakshadweep,1974,1511.3
Lakshadweep,1975,1890.5
Lakshadweep,1976,1502.0999999999997
Lakshadweep,1977,1848.2
Lakshadweep,1978,1967.4
Lakshadweep,1979,1825.4
Lakshadweep,1980,1211.6999999999996
Lakshadweep,1981,1617.4
Lakshadweep,1982,1392.0000000000002
Lakshadweep,1983,1403.2
Lakshadweep,1984,1591.6
Lakshadweep,1985,1303.4
Lakshadweep,1986,1465.9
Lakshadweep,1987,1288.6
Lakshadweep,1988,1450.8000000000006
Lakshadweep,1989,1714.4
Lakshadweep,1990,1310.5
Lakshadweep,1991,1583
Lakshadweep,1992,1534.9
Lakshadweep,1993,1449.7
Lakshadweep,1994,1547.1
Lakshadweep,1995,2030.9
Lakshadweep,1996,1606
Lakshadweep,1997,1764.7
Lakshadweep,1998,1986.9
Lakshadweep,1999,1857.3
Lakshadweep,2000,1372.1
Lakshadweep,2001,1380.6
Lakshadweep,2002,1033.5
Lakshadweep,2003,1532.9
Lakshadweep,2004,1553.2
Lakshadweep,2005,1575.4
Lakshadweep,2006,1598.6
Lakshadweep,2007,2361.6
Lakshadweep,2008,1726.8
Lakshadweep,2009,1570.1
Lakshadweep,2010,1725.2000000000005
Lakshadweep,2011,1533.7000000000005
Lakshadweep,2012,1405.5
Lakshadweep,2013,1426.3
Lakshadweep,2014,1395
Lakshadweep,2015,1642.9
Lakshadweep,2016,1065.7
